Date, Close,,,,,,
01/13/11,12/02/1932,,,,,,
01/25/11,15/10/1932,,,,,,
02/03/2011,08/01/1933,,,,,,
02/14/11,02/08/1933,,,,,,
02/24/11,14/01/1933,,,,,,
03/07/2011,05/02/1933,,,,,,
03/16/11,17/10/1931,,,,,,
03/25/11,15/06/1933,,,,,,
04/05/2011,05/12/1933,,,,,,
04/14/11,19/08/1933,,,,,,
04/26/11,25/06/1934,,,,,,
05/05/2011,14/06/1934,,,,,,
05/16/11,09/05/1934,,,,,,
05/25/11,06/12/1933,,,,,,
06/06/2011,04/02/1933,,,,,,
06/15/11,27/07/1932,,,,,,
06/24/11,02/09/1932,,,,,,
07/06/2011,26/07/1934,,,,,,
07/15/11,01/03/1934,,,,,,
07/26/11,23/03/1934,,,,,,
08/04/2011,01/03/1931,,,,,,
08/15/11,08/06/1931,,,,,,
08/24/11,28/12/1930,,,,,,
09/02/2011,09/10/1930,,,,,,
09/14/11,15/10/1930,,,,,,
09/23/11,27/06/1929,,,,,,
10/04/2011,03/08/1929,,,,,,
10/13/11,04/06/1931,,,,,,
10/24/11,12/08/1932,,,,,,
11/02/2011,27/05/1932,,,,,,
11/11/2011,09/04/1933,,,,,,
11/22/11,19/06/1931,,,,,,
12/02/2011,26/11/1932,,,,,,
12/13/11,22/09/1932,,,,,,
12/22/11,25/04/1933,,,,,,
01/04/2012,30/12/1933,,,,,,
01/13/12,03/01/1934,,,,,,
01/25/12,03/12/1934,,,,,,
02/03/2012,19/03/1935,,,,,,
02/14/12,04/04/1935,,,,,,
02/24/12,17/07/1935,,,,,,
03/06/2012,06/12/1934,,,,,,
03/15/12,12/04/1936,,,,,,
03/26/12,01/04/1936,,,,,,
04/04/2012,17/10/1935,,,,,,
04/16/12,17/05/1935,,,,,,
04/25/12,02/11/1935,,,,,,
05/04/2012,11/09/1935,,,,,,
05/15/12,01/08/1934,,,,,,
05/24/12,20/04/1934,,,,,,
06/05/2012,14/03/1933,,,,,,
06/14/12,20/08/1934,,,,,,
06/25/12,24/03/1934,,,,,,
07/05/2012,22/04/1935,,,,,,
07/16/12,04/11/1934,,,,,,
07/25/12,14/09/1934,,,,,,
08/03/2012,08/11/1935,,,,,,
08/14/12,23/01/1936,,,,,,
08/23/12,30/09/1935,,,,,,
09/04/2012,08/09/1935,,,,,,
09/13/12,24/01/1937,,,,,,
09/24/12,12/02/1937,,,,,,
10/03/2012,10/12/1936,,,,,,
10/12/2012,27/06/1936,,,,,,
10/23/12,14/11/1935,,,,,,
11/05/2012,24/11/1935,,,,,,
11/14/12,31/05/1934,,,,,,
11/26/12,02/07/1935,,,,,,
12/05/2012,07/09/1935,,,,,,
12/14/12,17/12/1935,,,,,,
12/26/12,26/11/1935,,,,,,
01/07/2013,22/08/1936,,,,,,
01/16/13,27/12/1936,,,,,,
01/28/13,01/01/1938,,,,,,
02/06/2013,16/04/1938,,,,,,
02/15/13,11/04/1938,,,,,,
02/27/13,14/07/1938,,,,,,
03/08/2013,01/06/1939,,,,,,
03/19/13,29/07/1939,,,,,,
03/28/13,29/11/1939,,,,,,
04/09/2013,03/03/1940,,,,,,
04/18/13,19/10/1939,,,,,,
04/29/13,26/07/1940,,,,,,
05/08/2013,09/05/1941,,,,,,
05/17/13,13/01/1942,,,,,,
05/29/13,22/11/1941,,,,,,
06/07/2013,29/09/1941,,,,,,
06/18/13,08/12/1941,,,,,,
06/27/13,17/02/1941,,,,,,
07/09/2013,20/11/1941,,,,,,
07/18/13,26/07/1942,,,,,,
07/29/13,29/06/1942,,,,,,
08/07/2013,09/05/1942,,,,,,
08/16/13,15/04/1941,,,,,,
08/27/13,14/06/1940,,,,,,
09/06/2013,07/11/1940,,,,,,
09/17/13,07/07/1942,,,,,,
09/26/13,18/12/1941,,,,,,
10/07/2013,21/11/1940,,,,,,
10/16/13,01/02/1942,,,,,,
10/25/13,17/08/1942,,,,,,
11/05/2013,04/10/1942,,,,,,
11/14/13,19/06/1943,,,,,,
11/25/13,01/01/1944,,,,,,
12/05/2013,25/04/1943,,,,,,
12/16/13,27/06/1943,,,,,,
12/26/13,11/02/1945,,,,,,
01/07/2014,03/04/1945,,,,,,
01/16/14,11/12/1944,,,,,,
01/28/14,10/08/1943,,,,,,
02/06/2014,14/10/1942,,,,,,
02/18/14,28/02/1944,,,,,,
02/27/14,19/07/1944,,,,,,
03/10/2014,12/12/1944,,,,,,
03/19/14,30/05/1944,,,,,,
03/28/14,08/09/1944,,,,,,
04/08/2014,03/07/1944,,,,,,
04/17/14,02/12/1944,,,,,,
04/29/14,08/04/1945,,,,,,
05/08/2014,23/04/1945,,,,,,
05/19/14,15/03/1945,,,,,,
05/29/14,18/09/1945,,,,,,
06/09/2014,21/05/1946,,,,,,
06/18/14,14/04/1946,,,,,,
06/27/14,18/02/1946,,,,,,
07/09/2014,02/07/1946,,,,,,
07/18/14,25/10/1946,,,,,,
07/29/14,20/04/1946,,,,,,
08/07/2014,23/10/1944,,,,,,
08/18/14,05/02/1946,,,,,,
08/27/14,16/11/1946,,,,,,
09/08/2014,05/11/1946,,,,,,
09/17/14,20/12/1946,,,,,,
09/26/14,07/11/1946,,,,,,
10/07/2014,09/10/1945,,,,,,
10/16/14,15/02/1944,,,,,,
10/27/14,15/01/1946,,,,,,
11/05/2014,13/11/1947,,,,,,
11/14/14,11/04/1948,,,,,,
11/25/14,08/10/1948,,,,,,
12/05/2014,01/03/1949,,,,,,
12/16/14,23/09/1946,,,,,,
12/26/14,04/06/1949,,,,,,
01/07/2015,21/02/1948,,,,,,
01/16/15,10/12/1947,,,,,,
01/28/15,24/01/1947,,,,,,
02/06/2015,18/10/1948,,,,,,
02/18/15,11/05/1949,,,,,,
02/27/15,22/08/1949,,,,,,
03/10/2015,09/05/1948,,,,,,
03/19/15,02/03/1949,,,,,,
03/30/15,19/03/1949,,,,,,
04/09/2015,01/03/1949,,,,,,
04/20/15,16/05/1949,,,,,,
04/29/15,17/05/1949,,,,,,
05/08/2015,20/10/1949,,,,,,
05/19/15,18/02/1950,,,,,,
05/29/15,22/04/1949,,,,,,
06/09/2015,19/08/1948,,,,,,
06/18/15,05/08/1949,,,,,,
06/29/15,04/03/1948,,,,,,
07/09/2015,16/01/1948,,,,,,
07/20/15,21/07/1949,,,,,,
07/29/15,06/08/1948,,,,,,
08/07/2015,25/07/1947,,,,,,
08/18/15,10/12/1947,,,,,,
08/27/15,05/08/1945,,,,,,
09/08/2015,24/02/1945,,,,,,
09/17/15,25/08/1945,,,,,,
09/28/15,22/10/1943,,,,,,
10/07/2015,20/04/1946,,,,,,
10/16/15,17/02/1947,,,,,,
10/27/15,18/02/1948,,,,,,
11/05/2015,26/11/1948,,,,,,
11/16/15,12/11/1947,,,,,,
11/25/15,07/10/1948,,,,,,
12/07/2015,16/07/1948,,,,,,
12/16/15,04/08/1948,,,,,,
12/28/15,27/12/1947,,,,,,
01/07/2016,18/03/1945,,,,,,
01/19/16,06/11/1943,,,,,,
01/28/16,29/12/1943,,,,,,
02/08/2016,17/11/1943,,,,,,
02/18/16,07/12/1944,,,,,,
02/29/16,20/03/1945,,,,,,
03/09/2016,17/07/1946,,,,,,
03/18/16,10/03/1948,,,,,,
03/30/16,02/07/1948,,,,,,
04/08/2016,13/02/1948,,,,,,
04/19/16,04/06/1949,,,,,,
04/28/16,24/10/1948,,,,,,
05/09/2016,21/06/1948,,,,,,
05/18/16,25/12/1947,,,,,,
05/27/16,06/12/1948,,,,,,
06/08/2016,17/04/1949,,,,,,
06/17/16,22/05/1948,,,,,,
06/28/16,30/08/1947,,,,,,
07/08/2016,05/09/1949,,,,,,
07/19/16,23/10/1950,,,,,,
07/28/16,12/07/1950,,,,,,
08/08/2016,23/09/1950,,,,,,
08/17/16,06/11/1950,,,,,,
08/26/16,12/05/1950,,,,,,
09/07/2016,20/09/1950,,,,,,
09/16/16,13/08/1949,,,,,,
09/27/16,26/11/1949,,,,,,
10/06/2016,05/01/1950,,,,,,
10/17/16,07/07/1949,,,,,,
10/26/16,28/10/1949,,,,,,
11/04/2016,21/12/1948,,,,,,
11/15/16,22/10/1951,,,,,,
11/25/16,07/06/1952,,,,,,
12/06/2016,14/09/1952,,,,,,
12/15/16,08/05/1954,,,,,,
12/27/16,09/08/1954,,,,,,
01/06/2017,27/08/1954,,,,,,
01/18/17,21/03/1954,,,,,,
01/27/17,04/01/1955,,,,,,
02/07/2017,01/01/1955,,,,,,
02/16/17,13/06/1956,,,,,,
02/28/17,23/12/1956,,,,,,
03/09/2017,07/02/1957,,,,,,
03/20/17,26/03/1957,,,,,,
03/29/17,23/07/1956,,,,,,
04/07/2017,20/07/1956,,,,,,
04/19/17,11/11/1955,,,,,,
04/28/17,30/04/1957,,,,,,
05/09/2017,04/06/1957,,,,,,
05/18/17,27/07/1956,,,,,,
05/30/17,28/07/1957,,,,,,
06/08/2017,28/12/1957,,,,,,
06/19/17,09/12/1958,,,,,,
06/28/17,26/09/1958,,,,,,
07/10/2017,11/08/1958,,,,,,
07/19/17,31/03/1959,,,,,,
07/28/17,07/10/1959,,,,,,
08/08/2017,18/06/1960,,,,,,
08/17/17,19/07/1959,,,,,,
08/28/17,15/09/1959,,,,,,
09/07/2017,22/08/1959,,,,,,
09/18/17,19/02/1961,,,,,,
09/27/17,28/02/1961,,,,,,
10/06/2017,07/05/1962,,,,,,
10/17/17,17/12/1962,,,,,,
10/26/17,24/01/1964,,,,,,
11/06/2017,20/06/1964,,,,,,
11/15/17,17/09/1963,,,,,,
11/27/17,22/07/1964,,,,,,
12/06/2017,02/02/1966,,,,,,
12/15/17,28/06/1967,,,,,,
12/27/17,29/10/1967,,,,,,
01/08/2018,21/03/1969,,,,,,
01/18/18,25/03/1971,,,,,,
01/29/18,20/05/1972,,,,,,
02/07/2018,25/02/1968,,,,,,
02/16/18,16/01/1969,,,,,,
02/27/18,26/07/1969,,,,,,
03/08/2018,27/02/1968,,,,,,
03/19/18,18/05/1967,,,,,,
03/28/18,16/04/1965,,,,,,
04/09/2018,25/08/1965,,,,,,
04/18/18,03/10/1967,,,,,,
04/27/18,23/07/1966,,,,,,
05/08/2018,10/09/1966,,,,,,
05/17/18,29/08/1967,,,,,,
05/29/18,11/09/1966,,,,,,
06/07/2018,07/02/1969,,,,,,
06/18/18,29/05/1968,,,,,,
06/27/18,10/01/1966,,,,,,
07/09/2018,31/10/1967,,,,,,
07/18/18,27/12/1968,,,,,,
07/27/18,05/09/1969,,,,,,
08/07/2018,01/03/1970,,,,,,
08/16/18,21/12/1969,,,,,,
08/27/18,26/04/1971,,,,,,
09/06/2018,03/03/1971,,,,,,
09/17/18,09/05/1971,,,,,,
09/26/18,27/03/1972,,,,,,
10/05/2018,28/05/1972,,,,,,
10/16/18,18/08/1970,,,,,,
10/25/18,26/05/1968,,,,,,
11/05/2018,15/09/1969,,,,,,
11/14/18,30/08/1968,,,,,,
11/26/18,17/06/1967,,,,,,
12/06/2018,19/04/1968,,,,,,
12/17/18,03/08/1964,,,,,,
12/27/18,07/05/1963,,,,,,
01/08/2019,14/02/1965,,,,,,
01/17/19,20/09/1966,,,,,,
01/29/19,17/04/1967,,,,,,
02/07/2019,27/11/1968,,,,,,
02/19/19,19/11/1970,,,,,,
02/28/19,14/12/1970,,,,,,
03/11/2019,23/03/1970,,,,,,
03/20/19,26/06/1970,,,,,,
03/29/19,26/12/1970,,,,,,
04/09/2019,05/08/1971,,,,,,
04/18/19,17/09/1972,,,,,,
04/30/19,20/10/1972,,,,,,
05/09/2019,17/09/1970,,,,,,
05/20/19,21/04/1970,,,,,,
05/30/19,27/11/1968,,,,,,
06/10/2019,09/05/1971,,,,,,
06/19/19,24/07/1972,,,,,,
06/28/19,27/10/1972,,,,,,
07/10/2019,15/07/1973,,,,,,
07/19/19,05/05/1974,,,,,,
07/30/19,18/06/1974,,,,,,
08/08/2019,20/03/1972,,,,,,
08/19/19,21/07/1971,,,,,,
08/28/19,13/04/1971,,,,,,
09/09/2019,20/06/1973,,,,,,
09/18/19,28/04/1974,,,,,,
09/27/19,05/06/1973,,,,,,
10/08/2019,19/08/1971,,,,,,
10/17/19,27/12/1973,,,,,,
10/28/19,02/03/1974,,,,,,
11/06/2019,08/04/1975,,,,,,
11/15/19,01/09/1976,,,,,,
11/26/19,27/12/1976,,,,,,
12/06/2019,12/09/1976,,,,,,
12/17/19,22/05/1977,,,,,,
12/27/19,04/06/1978,,,,,,
01/08/2020,12/09/1978,,,,,,
01/17/20,07/05/1980,,,,,,
01/29/20,01/09/1978,,,,,,
02/07/2020,04/09/1979,,,,,,
02/18/20,12/01/1980,,,,,,
02/27/20,17/07/1970,,,,,,
03/09/2020,19/04/1965,,,,,,
03/18/20,23/06/1954,,,,,,
03/27/20,27/03/1959,,,,,,
04/07/2020,07/01/1962,,,,,,
04/17/20,15/05/1966,,,,,,
04/28/20,25/12/1965,,,,,,
05/07/2020,13/05/1965,,,,,,
05/18/20,05/05/1967,,,,,,
05/28/20,16/07/1969,,,,,,
06/08/2020,27/06/1975,,,,,,
06/17/20,05/07/1971,,,,,,
06/26/20,26/06/1968,,,,,,
07/08/2020,14/05/1971,,,,,,
07/17/20,07/01/1973,,,,,,
07/28/20,21/03/1972,,,,,,
08/06/2020,23/12/1974,,,,,,
08/17/20,25/03/1976,,,,,,
08/26/20,25/07/1977,,,,,,
09/04/2020,08/01/1977,,,,,,
09/16/20,29/09/1976,,,,,,
09/25/20,24/05/1974,,,,,,
10/06/2020,13/01/1976,,,,,,
10/15/20,04/01/1978,,,,,,
10/26/20,18/10/1975,,,,,,
11/04/2020,28/03/1976,,,,,,
11/13/20,15/09/1980,,,,,,
11/24/20,05/04/1982,,,,,,
12/04/2020,24/09/1982,,,,,,
12/15/20,05/09/1982,,,,,,
12/24/20,05/09/1982,,,,,,
01/06/2021,27/05/1984,,,,,,
01/15/21,12/05/1984,,,,,,
01/27/21,18/12/1982,,,,,,
02/05/2021,11/04/1985,,,,,,
02/17/21,20/07/1986,,,,,,
02/26/21,07/09/1984,,,,,,
03/09/2021,24/02/1987,,,,,,
03/18/21,20/12/1989,,,,,,
03/29/21,25/10/1990,,,,,,
04/08/2021,22/09/1991,,,,,,
04/19/21,18/04/1993,,,,,,
04/28/21,04/08/1992,,,,,,
05/07/2021,19/03/1995,,,,,,
05/18/21,01/04/1993,,,,,,
05/27/21,10/05/1994,,,,,,
06/08/2021,22/09/1994,,,,,,
06/17/21,07/08/1992,,,,,,
06/28/21,10/11/1993,,,,,,
07/08/2021,28/03/1994,,,,,,
07/19/21,24/12/1992,,,,,,
07/28/21,19/08/1995,,,,,,
08/06/2021,23/05/1996,,,,,,
08/17/21,05/10/1996,,,,,,
08/26/21,28/05/1996,,,,,,
09/07/2021,05/02/1996,,,,,,
09/16/21,21/02/1995,,,,,,
09/27/21,19/06/1995,,,,,,
10/06/2021,23/03/1994,,,,,,
10/15/21,17/08/1996,,,,,,
10/26/21,22/11/1997,,,,,,
11/04/2021,25/11/1998,,,,,,
11/15/21,19/10/1998,,,,,,
11/24/21,09/01/1998,,,,,,
12/06/2021,11/06/1996,,,,,,
12/15/21,12/05/1998,,,,,,
12/27/21,22/05/1999,,,,,,
01/05/2022,04/09/1999,,,,,,
01/14/22,26/04/1998,,,,,,
01/26/22,18/07/1993,,,,,,
02/04/2022,25/01/1996,,,,,,
02/15/22,16/10/1995,,,,,,
02/25/22,30/03/1993,,,,,,
03/08/2022,04/05/1989,,,,,,
03/17/22,26/05/1994,,,,,,
03/28/22,13/09/1995,,,,,,
04/06/2022,11/06/1994,,,,,,
04/18/22,18/03/1994,,,,,,
04/27/22,04/03/1991,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
